"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genSYMBOL","ENTREZID","GENENAME"
"ENSG00000211595",1477.11407857196,3.45575952006948,0.890975610350863,3.87862415078748,0.000105048911185315,0.0331210114373931,"IGKJ3",NA,"IGKJ3"
"ENSG00000197794",15.1968497865864,4.11520731390997,1.0404710699828,3.9551386219494,7.6490287794653e-05,0.0277131619132163,"IGKV7-3",NA,"IGKV7-3"
"ENSG00000243466",5116.49889198151,3.76898730310278,0.850531288143483,4.43133292759826,9.36523612502876e-06,0.00836492222735929,"IGKV1-5",NA,"IGKV1-5"
"ENSG00000243063",79.653216417156,3.96663927012669,1.10899945653124,3.57677296121827,0.000347862052752715,0.0576972697246972,"IGKV3-7",NA,"IGKV3-7"
"ENSG00000240671",152.910017535356,4.41466803804027,1.01285870617598,4.35862180096937,1.30884071870593e-05,0.00992400428371942,"IGKV1-8",NA,"IGKV1-8"
"ENSG00000241755",1257.55397901488,3.97005436923943,0.993219438664763,3.99715733974818,6.41076925785018e-05,0.0255836109659444,"IGKV1-9",NA,"IGKV1-9"
"ENSG00000243290",1064.58629461783,3.14939785240767,0.899726093203755,3.50039626081451,0.000464567017564661,0.0673698333996228,"IGKV1-12",NA,"IGKV1-12"
"ENSG00000244437",2371.08478796896,3.50482223661176,0.917438487008997,3.82022586390295,0.000133329522181955,0.0361050904047421,"IGKV3-15",NA,"IGKV3-15"
"ENSG00000240864",606.179305439751,4.23612593208892,0.894577562727024,4.73533666457668,2.18691768950069e-06,0.00446434012645918,"IGKV1-16",NA,"IGKV1-16"
"ENSG00000240382",706.438467549719,4.16751067221775,0.892336013393874,4.6703378656289,3.00704742554595e-06,0.00570007318422418,"IGKV1-17",NA,"IGKV1-17"
"ENSG00000239951",9082.57906445122,4.1625920981439,0.875568642363592,4.75415849396686,1.99274667993547e-06,0.00446434012645918,"IGKV3-20",NA,"IGKV3-20"
"ENSG00000211611",259.934588639644,6.23495210134143,1.23408900590737,5.05227100435689,4.36587640214122e-07,0.00165516611371463,"IGKV6-21",NA,"IGKV6-21"
"ENSG00000241294",277.65664915113,3.7108958616909,0.881362551984248,4.21040791140536,2.54910014351355e-05,0.0150328932463473,"IGKV2-24",NA,"IGKV2-24"
"ENSG00000254098",25.100633340133,3.53809130449203,0.901123808056025,3.92630987314017,8.6259016195577e-05,0.0300109774102887,"IGKV2-26",NA,"IGKV2-26"
"ENSG00000244116",1072.54525835778,3.93829584433802,0.858640733752812,4.58666318697127,4.50386390921147e-06,0.0062907126538239,"IGKV2-28",NA,"IGKV2-28"
"ENSG00000253998",102.15732044109,5.30296142885236,1.22613243103025,4.32494997656704,1.52566479043873e-05,0.0108275485854801,"IGKV2-29",NA,"IGKV2-29"
"ENSG00000243238",437.718633604396,3.59791084580387,1.04970685407531,3.42753868076177,0.000609079524887734,0.0787231570614474,"IGKV2-30",NA,"IGKV2-30"
"ENSG00000242371",2300.10382795871,3.67609253341999,0.961271130995792,3.82419945308446,0.00013119767710384,0.0358940613915641,"IGKV1-39",NA,"IGKV1-39"
"ENSG00000211619",102.806977619304,6.78607894219315,1.58418011459479,4.28365365760758,1.83849025808505e-05,0.012510219094631,NA,NA,NA
"ENSG00000251039",272.354954696063,4.58506625275189,1.02703845746367,4.46435692785545,8.03095909645278e-06,0.00821746143053414,"IGKV2D-40",NA,"IGKV2D-40"
"ENSG00000251546",160.778055381782,3.94502701444982,1.01549016037813,3.88485006391481,0.000102393059787555,0.0327955575992692,"IGKV1D-39",NA,"IGKV1D-39"
"ENSG00000242534",46.3126979850579,3.85200135810968,1.16357106024128,3.3104994527029,0.000931296343270977,0.0996562191843758,"IGKV2D-28",NA,"IGKV2D-28"
"ENSG00000224607",53.6888401413254,4.61864318113145,1.11589332217456,4.13896480008592,3.48876467521923e-05,0.0171453401761052,"IGKV1D-27",NA,"IGKV1D-27"
"ENSG00000225523",56.0341614789208,6.15756713739952,1.46763809397126,4.19556235470684,2.72195387156693e-05,0.0157033069225311,"IGKV6D-21",NA,"IGKV6D-21"
"ENSG00000211632",42.1755292744608,3.5712026066291,1.07206368998092,3.33114780400095,0.000864886668556927,0.0948444727692716,"IGKV3D-11",NA,"IGKV3D-11"
"ENSG00000242580",50.3074416948279,5.32383167013549,1.47008714722987,3.62143950456771,0.000292968317592664,0.0519796764963915,"IGKV1D-43",NA,"IGKV1D-43"
"ENSG00000270999",15.2394090129272,3.75927173054062,1.02428365236127,3.67014715296336,0.000242410877598117,0.0484322194406084,"IGKV1OR2-118",NA,"IGKV1OR2-118"
"ENSG00000228325",18.5753788668463,3.81656556408173,0.995648580857219,3.83324562246229,0.000126463567048275,0.0351956243546322,"IGKV3D-7",NA,"IGKV3D-7"
"ENSG00000178562",466.678269282652,1.95494312847366,0.566611426618219,3.45023597589905,0.000560096734324616,0.0758359547729932,"CD28",940,"CD28"
"ENSG00000188282",99.3429339376442,2.4837679649345,0.700557661893534,3.54541545976548,0.000391994707555619,0.061554766562787,"RUFY4",285180,"RUFY4"
"ENSG00000243910",9.87731807885597,2.72411409850537,0.747736806035316,3.64314565836246,0.000269326326988404,0.050262009074462,"TUBA4B",NA,"TUBA4B"
"ENSG00000272121",64.1517147597694,-0.761502390878076,0.165905351861496,-4.58998086760823,4.4328663979067e-06,0.0062907126538239,"RP4-555D20.4",NA,"RP4-555D20.4"
"ENSG00000163606",159.719289443693,1.56710057266179,0.42733172550631,3.66717582413302,0.000245244169413154,0.0484322194406084,"CD200R1",131450,"CD200R1"
"ENSG00000181847",615.981122201708,2.22461042157227,0.629033949258028,3.53655064912838,0.000405388760388978,0.0625189602540646,"TIGIT",201633,"TIGIT"
"ENSG00000251152",3.53758752047142,3.67624336789935,0.99766494164501,3.6848477023135,0.000228839433420058,0.0469882081256674,"RP11-281P23.1",NA,"RP11-281P23.1"
"ENSG00000174123",616.639659543796,3.33024287956871,0.803356303327959,4.14541202424497,3.39203218356577e-05,0.0171453401761052,"TLR10",81793,"TLR10"
"ENSG00000121895",237.093253833188,2.4399400306572,0.636795947791249,3.83158850039831,0.00012731855972736,0.0351956243546322,"TMEM156",80008,"TMEM156"
"ENSG00000168421",679.10570210434,1.93378892303021,0.522825402461606,3.69872793847697,0.00021668270714321,0.0467386373347053,"RHOH",399,"RHOH"
"ENSG00000035720",210.185689247578,2.7091381430954,0.678698713099867,3.99166536020346,6.56109140729931e-05,0.025605624083369,"STAP1",26228,"STAP1"
"ENSG00000181617",474.798350235593,5.16332454060492,1.45088751683628,3.5587352435589,0.000372644936566951,0.0592170738120584,"FDCSP",260436,"FDCSP"
"ENSG00000169245",342.760605258647,3.48029051427559,0.681471893857871,5.10701988687071,3.27279316050293e-07,0.00144755641489044,"CXCL10",3627,"CXCL10"
"ENSG00000169248",79.4177450024289,2.73213551548726,0.750794958532423,3.63899022554409,0.000273709186891852,0.050262009074462,"CXCL11",6373,"CXCL11"
"ENSG00000050730",21.8200037295276,2.24069620551861,0.639657693942516,3.50296139128434,0.000460116149907811,0.0670910021222719,"TNIP3",79931,"TNIP3"
"ENSG00000151790",34.9558928819553,3.10413152262233,0.783557462721963,3.96158759287294,7.44530585494909e-05,0.0274421564970332,"TDO2",6999,"TDO2"
"ENSG00000249096",169.017587560524,2.29078136686039,0.597604030654627,3.83327629894166,0.000126447790645206,0.0351956243546322,"RP11-290F5.1",102723766,"RP11-290F5.1"
"ENSG00000175857",255.053965513897,2.57618075354433,0.648085768253439,3.97506144979394,7.03610865335472e-05,0.0262991903440461,"GAPT",202309,"GAPT"
"ENSG00000170476",1841.5894694622,3.63513605800952,0.766447201780496,4.74283949313784,2.10743241974619e-06,0.00446434012645918,"MZB1",51237,"MZB1"
"ENSG00000155850",1139.68149124488,0.517907831335304,0.14122278262098,3.66731076759255,0.000245114824431317,0.0484322194406084,"SLC26A2",1836,"SLC26A2"
"ENSG00000113303",81.5826879583752,-1.2261286135741,0.365943118492763,-3.35059890898958,0.000806370061513452,0.091072900540187,"BTNL8",79908,"BTNL8"
"ENSG00000137265",1321.5503403501,1.99470259192582,0.573264271567789,3.47955156261634,0.000502253708176024,0.0712770529816862,"IRF4",3662,"IRF4"
"ENSG00000237988",96.8670614673612,3.50570766874797,1.00831225761437,3.47680754872738,0.000507421898890462,0.0716274593231654,"OR2I1P",NA,"OR2I1P"
"ENSG00000213886",54.7471227915175,4.03558391052093,1.00065705248833,4.03293406116077,5.50847400506771e-05,0.0235862655367544,"UBD",10537,"UBD"
"ENSG00000227507",1073.0513433631,3.14341067060233,0.780178440753163,4.02909194410418,5.5992717191029e-05,0.0235862655367544,"LTB",4050,"LTB"
"ENSG00000137392",30.452052070956,6.60833637178741,1.42989798615151,4.62154393935011,3.80894635883621e-06,0.0062907126538239,"CLPS",1208,"CLPS"
"ENSG00000164483",240.966437990228,1.62390887874176,0.479747790598046,3.38492205814521,0.000711984682337011,0.0866236203889256,"SAMD3",154075,"SAMD3"
"ENSG00000091704",73.7146081118593,4.00972843193746,1.01442977428157,3.95269197887767,7.72768852806544e-05,0.0277131619132163,"CPA1",1357,"CPA1"
"ENSG00000211734",36.6341428976192,2.68315263906855,0.752497180698325,3.56566470664855,0.000362935140149024,0.0587809766972863,"TRBV5-1",NA,"TRBV5-1"
"ENSG00000211706",20.713124293114,3.00991474778381,0.774866914919876,3.88442800928601,0.000102571078481398,0.0327955575992692,"TRBV6-1",NA,"TRBV6-1"
"ENSG00000230099",13.1808297962505,3.10824132762927,0.792102676675076,3.92403840961174,8.7076843039876e-05,0.0300109774102887,"TRBV5-4",NA,"TRBV5-4"
"ENSG00000241657",11.5543307510602,2.99441472602445,0.840595727330422,3.56225308869243,0.000367685663265865,0.0587809766972863,"TRBV11-2",NA,"TRBV11-2"
"ENSG00000211746",43.5869378051982,2.47810958503715,0.598229247233191,4.14240794227029,3.43678333795044e-05,0.0171453401761052,"TRBV19",NA,"TRBV19"
"ENSG00000211747",52.9523635343423,2.31933475458907,0.694034717459475,3.34181373963399,0.000832328930793481,0.0928081729638547,"TRBV20-1",NA,"TRBV20-1"
"ENSG00000204983",101.279568984385,4.42386032500176,1.09578093893664,4.03717583305906,5.40985219464043e-05,0.0235862655367544,"PRSS1",5644,"PRSS1"
"ENSG00000211772",2958.33672970769,1.97325837256207,0.542382580878192,3.63813006193358,0.000274624738706647,0.050262009074462,"TRBC2",NA,"TRBC2"
"ENSG00000168484",285.987410879774,-1.3701413791091,0.384461908068275,-3.56378967683265,0.000365538883673692,0.0587809766972863,"SFTPC",6440,"SFTPC"
"ENSG00000168081",85.6157870178075,2.54173034408583,0.700051132590993,3.63077813284654,0.000282568015380061,0.0510121768173881,"PNOC",5368,"PNOC"
"ENSG00000104432",197.404401380544,0.821255974331787,0.232901106119931,3.52620040331147,0.000421567837038192,0.0632065946854211,"IL7",3574,"IL7"
"ENSG00000245164",1154.52966952595,2.19565258748249,0.586548582976989,3.74334309417064,0.000181588012199397,0.0430266309620321,"LINC00861",100130231,"LINC00861"
"ENSG00000172724",4740.29828906959,2.70264414275738,0.779632996016176,3.4665594665279,0.000527165109948765,0.073245589988588,"CCL19",6363,"CCL19"
"ENSG00000250850",18.981105482234,3.81359304609751,1.10740927962466,3.44370696206382,0.000573797243675578,0.0769062184477904,"RP11-297B17.3",NA,"RP11-297B17.3"
"ENSG00000271046",44.5119239590129,5.6241403175671,1.26663792233778,4.44021153826412,8.98704942684402e-06,0.00836492222735929,"RP11-138I18.2",NA,"RP11-138I18.2"
"ENSG00000175535",55.6045993530481,5.76949980465532,1.56103722550441,3.6959399240406,0.000219074775950437,0.0467386373347053,"PNLIP",5406,"PNLIP"
"ENSG00000156738",7055.72788356069,3.70329763249294,0.956827228600688,3.87039323484641,0.000108659937302701,0.0335304350713845,"MS4A1",931,"MS4A1"
"ENSG00000013725",1148.00091496732,2.0367331446962,0.548736310826469,3.71167918818533,0.000205888836431803,0.0463040503493828,"CD6",923,"CD6"
"ENSG00000219435",38.4402519696742,-1.05424143979221,0.314645946296582,-3.35056418873577,0.000806471159354283,0.091072900540187,"TEX40",NA,"TEX40"
"ENSG00000110777",2466.81530246601,2.48302715433632,0.647291344170302,3.83602712549642,0.000125040603467945,0.0351956243546322,"POU2AF1",5450,"POU2AF1"
"ENSG00000198851",1479.67631364881,1.67250111733917,0.505037204344685,3.31163942567228,0.000927510083737356,0.0996528850292387,"CD3E",916,"CD3E"
"ENSG00000167286",426.436559976142,2.02498899395849,0.558501782021475,3.6257520730357,0.000288121686880185,0.0516633332866646,"CD3D",915,"CD3D"
"ENSG00000255760",96.1988995387875,3.85392056962814,1.11371916300534,3.46040608588295,0.000539361334398079,0.0741635807888924,"RP11-428G5.5",NA,"RP11-428G5.5"
"ENSG00000257221",15.7204981844541,3.50766029079401,0.909027348000012,3.85869610910096,0.000113993576351319,0.0340736397607135,"MIR4496",100616240,"MIR4496"
"ENSG00000170890",10.4798390504218,3.51610048236937,0.917348723107893,3.83289407157743,0.000126644496328237,0.0351956243546322,"PLA2G1B",5319,"PLA2G1B"
"ENSG00000235532",99.4263833345025,3.45804006641479,1.02562223424634,3.37165083882553,0.000747191100671527,0.0885221313822366,"LINC00402",NA,"LINC00402"
"ENSG00000125245",133.775020967236,2.00071458083947,0.594771237098318,3.36383882751334,0.000768664180584584,0.0894684650190951,"GPR18",2841,"GPR18"
