"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genSYMBOL","ENTREZID","GENENAME"
172.303629411351,2.39964265940953,0.560099816873192,4.28431252273166,1.83305100128021e-05,0.0109186980413467,"TNFRSF18",8784,"TNFRSF18"
7.50957097047946,-1.33975458638659,0.341523009900575,-3.92288234627771,8.74958845121381e-05,0.0277114906700149,"RP11-96L14.7",NA,"RP11-96L14.7"
29.0258409261583,1.81208556140429,0.533244531637789,3.39822624310597,0.000678243051282536,0.0882076385680055,"NTNG1",22854,"NTNG1"
39.7965729342509,2.57301642601205,0.690822665558684,3.72456862562724,0.000195649486039033,0.043467177571388,"AMPD1",270,"AMPD1"
20.9085432118606,3.36432014455637,0.869012684692209,3.87142812046289,0.000108199564778349,0.0306614787726098,NA,NA,NA
1701.86535506089,4.28761793336113,0.915880834712703,4.68141462388618,2.84902047394407e-06,0.00382432690588632,"FCRL5",83416,"FCRL5"
32.4049051469384,7.29669381936176,1.6251889226098,4.48975114083623,7.13064316467868e-06,0.00685585873701124,"FCRL4",83417,"FCRL4"
899.044150322298,3.56316736364676,0.880979319238278,4.04455279010134,5.24230955135923e-05,0.0204650109597714,"FCRL3",115352,"FCRL3"
726.714500543193,4.62004016253617,1.06065041946934,4.35585568791613,1.32548086476721e-05,0.00914955650266619,"FCRL2",79368,"FCRL2"
971.658177885823,4.29478189701522,1.0198780123033,4.21107411396766,2.54159339080457e-05,0.0124404064861545,"FCRL1",115350,"FCRL1"
281.007818880693,3.35663174680662,0.826795847469006,4.05980721490313,4.91132495377004e-05,0.0197339968776781,"AIM2",9447,"AIM2"
729.720985015867,2.71795893347476,0.685152021919211,3.96694287767167,7.28004318371549e-05,0.0264846003444331,"SLAMF7",57823,"SLAMF7"
340.322722946703,5.57752498328381,1.15715264920678,4.82004253034995,1.43527619873287e-06,0.00256525040123991,"FCRLA",84824,"FCRLA"
134.973795352845,3.47096633003384,0.957649796561774,3.62446307877428,0.000289562380344954,0.056900064534792,"RGS13",6003,"RGS13"
32.3034389939185,2.26355335207678,0.640281175763111,3.53524894649447,0.000407391155809788,0.0681203559351261,"C1orf106",55765,"C1orf106"
255.028126214103,2.69533603491835,0.722381529391454,3.73118071995686,0.000190584440753936,0.043467177571388,"LAX1",54900,"LAX1"
1038.43574725233,4.68113437118492,1.01856828547162,4.59579827681112,4.31095613335136e-06,0.00491631359509149,"CR2",1380,"CR2"
156.243763945061,-1.08591909157308,0.31625296500804,-3.43370406517919,0.000595393845719354,0.0826216377351068,"MATN3",4148,"MATN3"
33.2556039024254,1.72561345034028,0.444337528433185,3.88356449752311,0.000102936210300121,0.0306614787726098,"RP11-523H20.3",NA,"RP11-523H20.3"
767.62698837073,2.67527557101868,0.658844728845831,4.06055547519557,4.89561029715488e-05,0.0197339968776781,"ANKRD36BP2",645784,"ANKRD36BP2"
17.4215705266081,4.11353042613489,1.08968386418514,3.77497599196898,0.000160023074557748,0.0379120933475512,"AC096579.15",NA,"AC096579.15"
258.927922544229,4.74096949819963,0.969673639202135,4.88924242810249,1.01224773871465e-06,0.00227089344782809,NA,NA,NA
2467.73368261051,5.10063868500148,1.04107005843919,4.89941925008251,9.61203440039224e-07,0.00227089344782809,"IGKJ5",NA,"IGKJ5"
2719.87453140356,3.93306325499505,1.04378718109085,3.76807008770183,0.00016451451706617,0.0381801320167099,"IGKJ4",NA,"IGKJ4"
1155.08018459215,3.81522361066831,1.01087825145841,3.77416727005853,0.00016054302000746,0.0379120933475512,"IGKJ3",NA,"IGKJ3"
28.0629154832505,4.97681326758668,1.42015220947659,3.50442243752234,0.000457598844129021,0.0706142872629175,"IGKV5-2",NA,"IGKV5-2"
73.0523908427629,4.83463697855547,1.23235091208944,3.92310090504854,8.74165171474347e-05,0.0277114906700149,"IGKV3-7",NA,"IGKV3-7"
1247.05056121298,4.35588149541422,1.2071149131229,3.6085060734982,0.000307965306137626,0.0588125385706295,"IGKV1-9",NA,"IGKV1-9"
2604.79544733828,4.04712369696059,1.12692547704563,3.59129665572085,0.000329036847111687,0.0607553316840918,"IGKV3-11",NA,"IGKV3-11"
1928.54701516161,3.91324671480393,1.09955392918404,3.55894023106976,0.000372354248725625,0.064671927289952,"IGKV3-15",NA,"IGKV3-15"
6997.10837300299,3.79850209564856,1.03978192910903,3.65317187124365,0.000259020728939837,0.0524293010811229,"IGKV3-20",NA,"IGKV3-20"
146.943063468317,3.91068350419634,1.14717540929695,3.40896734056828,0.000652092859767477,0.0869059003851497,"IGKV6-21",NA,"IGKV6-21"
